	date	year	month	day	1	2	5	6	7	8	9	11	12	13	14	15	16	19	20	21
1238	2018-05-23	2018	5	23	1443.0	1036.0	244.0	617.0	489.0	168.0	436.0	129.0	25.0	175.0	70.0	108.0	38.0	1655.0	1477.0	8034.0
1239	2018-05-24	2018	5	24	1433.0	1034.0	243.0	619.0	489.0	166.0	436.0	130.0	24.0	175.0	69.0	107.0	39.0	1660.0	1477.0	8032.0
1240	2018-05-25	2018	5	25	1434.0	1035.0	246.0	617.0	486.0	165.0	438.0	130.0	25.0	175.0	68.0	111.0	40.0	1661.0	1470.0	8041.0
1241	2018-05-26	2018	5	26	1436.0	1031.0	244.0	619.0	486.0	165.0	436.0	131.0	26.0	175.0	67.0	111.0	40.0	1657.0	1477.0	8038.0
1242	2018-05-27	2018	5	27	1433.0	1026.0	244.0	617.0	479.0	165.0	435.0	133.0	26.0	175.0	67.0	110.0	39.0	1659.0	1477.0	8047.0
1243	2018-05-28	2018	5	28	1430.0	1028.0	245.0	616.0	469.0	163.0	435.0	135.0	26.0	174.0	67.0	109.0	41.0	1662.0	1465.0	8056.0
1244	2018-05-29	2018	5	29	1433.0	1031.0	242.0	618.0	461.0	163.0	435.0	135.0	26.0	172.0	69.0	108.0	41.0	1663.0	1468.0	8071.0
1245	2018-05-30	2018	5	30	1422.0	1023.0	241.0	623.0	462.0	165.0	439.0	136.0	25.0	171.0	68.0	106.0	41.0	1664.0	1476.0	8088.0
1246	2018-05-31	2018	5	31	1418.0	1028.0	242.0	625.0	465.0	165.0	439.0	134.0	25.0	170.0	70.0	104.0	41.0	1665.0	1472.0	8079.0
1247	2018-06-01	2018	6	1	1415.0	1023.0	243.0	625.0	468.0	166.0	435.0	134.0	24.0	169.0	70.0	104.0	41.0	1674.0	1471.0	8104.0
1248	2018-06-02	2018	6	2	1408.0	1025.0	243.0	635.0	468.0	167.0	436.0	131.0	24.0	172.0	70.0	103.0	39.0	1667.0	1466.0	8099.0
1249	2018-06-03	2018	6	3	1414.0	1031.0	245.0	631.0	467.0	167.0	439.0	134.0	22.0	173.0	70.0	102.0	39.0	1674.0	1459.0	8095.0
1250	2018-06-04	2018	6	4	1413.0	1024.0	245.0	629.0	466.0	167.0	436.0	132.0	23.0	172.0	71.0	103.0	40.0	1671.0	1455.0	8096.0
1251	2018-06-05	2018	6	5	1407.0	1036.0	244.0	631.0	472.0	169.0	430.0	136.0	23.0	171.0	73.0	102.0	39.0	1678.0	1470.0	8088.0
1252	2018-06-06	2018	6	6	1399.0	1030.0	243.0	636.0	480.0	169.0	429.0	137.0	26.0	171.0	74.0	98.0	39.0	1676.0	1467.0	8094.0
1253	2018-06-07	2018	6	7	1395.0	1027.0	242.0	640.0	481.0	168.0	427.0	140.0	26.0	170.0	74.0	96.0	38.0	1676.0	1463.0	8108.0
1254	2018-06-08	2018	6	8	1405.0	1021.0	243.0	639.0	481.0	169.0	423.0	139.0	26.0	168.0	75.0	96.0	38.0	1673.0	1469.0	8120.0
1255	2018-06-09	2018	6	9	1401.0	1022.0	246.0	638.0	484.0	167.0	423.0	139.0	28.0	167.0	76.0	100.0	38.0	1681.0	1466.0	8131.0
1256	2018-06-10	2018	6	10	1391.0	1032.0	240.0	642.0	489.0	169.0	426.0	140.0	28.0	168.0	77.0	99.0	37.0	1692.0	1459.0	8106.0
1257	2018-06-11	2018	6	11	1391.0	1031.0	240.0	637.0	489.0	169.0	422.0	138.0	28.0	166.0	75.0	99.0	36.0	1688.0	1459.0	8120.0
1258	2018-06-12	2018	6	12	1390.0	1037.0	241.0	639.0	494.0	170.0	422.0	138.0	29.0	164.0	76.0	99.0	36.0	1691.0	1461.0	8108.0
1259	2018-06-13	2018	6	13	1401.0	1044.0	239.0	644.0	489.0	169.0	421.0	139.0	29.0	166.0	76.0	100.0	36.0	1686.0	1469.0	8116.0
1260	2018-06-14	2018	6	14	1400.0	1049.0	241.0	644.0	486.0	170.0	425.0	137.0	28.0	168.0	77.0	101.0	34.0	1684.0	1474.0	8107.0
1261	2018-06-15	2018	6	15	1398.0	1053.0	244.0	641.0	485.0	168.0	429.0	137.0	28.0	166.0	78.0	99.0	33.0	1671.0	1482.0	8110.0
1262	2018-06-16	2018	6	16	1395.0	1050.0	243.0	636.0	492.0	170.0	433.0	138.0	29.0	166.0	81.0	96.0	33.0	1669.0	1479.0	8106.0
1263	2018-06-17	2018	6	17	1399.0	1046.0	240.0	642.0	490.0	170.0	433.0	140.0	29.0	164.0	81.0	98.0	33.0	1675.0	1488.0	8098.0
1264	2018-06-18	2018	6	18	1400.0	1051.0	240.0	646.0	485.0	170.0	437.0	141.0	28.0	165.0	80.0	96.0	34.0	1675.0	1479.0	8117.0
1265	2018-06-19	2018	6	19	1402.0	1055.0	237.0	647.0	485.0	171.0	438.0	143.0	28.0	163.0	77.0	97.0	34.0	1673.0	1474.0	8125.0
1266	2018-06-20	2018	6	20	1397.0	1057.0	233.0	645.0	481.0	170.0	430.0	142.0	28.0	162.0	78.0	99.0	34.0	1663.0	1469.0	8158.0
1267	2018-06-21	2018	6	21	1393.0	1055.0	235.0	652.0	484.0	170.0	428.0	142.0	29.0	158.0	76.0	98.0	32.0	1671.0	1475.0	8164.0
1268	2018-06-22	2018	6	22	1397.0	1062.0	238.0	641.0	482.0	168.0	432.0	143.0	28.0	156.0	77.0	98.0	32.0	1663.0	1483.0	8150.0
1269	2018-06-23	2018	6	23	1386.0	1067.0	237.0	645.0	481.0	172.0	433.0	139.0	28.0	156.0	74.0	99.0	33.0	1662.0	1488.0	8148.0
1270	2018-06-24	2018	6	24	1388.0	1067.0	230.0	647.0	481.0	172.0	431.0	138.0	28.0	156.0	75.0	96.0	34.0	1666.0	1473.0	8143.0
1271	2018-06-25	2018	6	25	1388.0	1064.0	229.0	651.0	481.0	175.0	422.0	136.0	26.0	155.0	75.0	95.0	34.0	1671.0	1495.0	8134.0
1272	2018-06-26	2018	6	26	1390.0	1062.0	230.0	656.0	481.0	171.0	415.0	134.0	26.0	157.0	79.0	99.0	34.0	1672.0	1498.0	8109.0
1273	2018-06-27	2018	6	27	1397.0	1070.0	233.0	653.0	487.0	171.0	416.0	133.0	26.0	158.0	77.0	96.0	34.0	1667.0	1508.0	8108.0
1274	2018-06-28	2018	6	28	1403.0	1064.0	238.0	655.0	485.0	171.0	419.0	133.0	25.0	160.0	74.0	96.0	34.0	1671.0	1495.0	8136.0
1275	2018-06-29	2018	6	29	1391.0	1065.0	233.0	658.0	485.0	171.0	421.0	133.0	25.0	162.0	73.0	96.0	34.0	1674.0	1495.0	8130.0
1276	2018-06-30	2018	6	30	1395.0	1060.0	234.0	654.0	483.0	169.0	421.0	134.0	25.0	157.0	73.0	98.0	35.0	1673.0	1493.0	8148.0
1277	2018-07-01	2018	7	1	1401.0	1061.0	235.0	655.0	481.0	171.0	422.0	132.0	24.0	157.0	74.0	97.0	37.0	1683.0	1517.0	8144.0
1278	2018-07-02	2018	7	2	1400.0	1058.0	236.0	653.0	481.0	171.0	426.0	131.0	24.0	156.0	74.0	96.0	38.0	1676.0	1526.0	8131.0
1279	2018-07-03	2018	7	3	1410.0	1055.0	234.0	648.0	481.0	171.0	428.0	132.0	24.0	158.0	72.0	97.0	37.0	1665.0	1537.0	8144.0
1280	2018-07-04	2018	7	4	1414.0	1048.0	231.0	651.0	481.0	171.0	435.0	134.0	25.0	156.0	70.0	96.0	37.0	1656.0	1544.0	8133.0
1281	2018-07-05	2018	7	5	1409.0	1054.0	229.0	652.0	474.0	171.0	436.0	137.0	24.0	154.0	69.0	99.0	37.0	1661.0	1552.0	8118.0
1282	2018-07-06	2018	7	6	1406.0	1057.0	228.0	651.0	476.0	173.0	430.0	138.0	23.0	153.0	68.0	101.0	37.0	1669.0	1553.0	8125.0
1283	2018-07-07	2018	7	7	1412.0	1054.0	227.0	648.0	472.0	177.0	434.0	136.0	23.0	150.0	68.0	101.0	38.0	1676.0	1548.0	8151.0
1284	2018-07-08	2018	7	8	1402.0	1050.0	232.0	643.0	472.0	177.0	433.0	137.0	24.0	152.0	69.0	97.0	39.0	1668.0	1547.0	8152.0
1285	2018-07-09	2018	7	9	1406.0	1048.0	235.0	640.0	459.0	178.0	434.0	137.0	24.0	152.0	68.0	98.0	39.0	1657.0	1551.0	8134.0
1286	2018-07-10	2018	7	10	1409.0	1046.0	237.0	637.0	457.0	177.0	440.0	136.0	24.0	155.0	66.0	99.0	40.0	1652.0	1566.0	8138.0
1287	2018-07-11	2018	7	11	1407.0	1048.0	234.0	645.0	454.0	176.0	442.0	135.0	24.0	154.0	66.0	100.0	39.0	1655.0	1559.0	8158.0
1288	2018-07-12	2018	7	12	1413.0	1050.0	232.0	650.0	456.0	178.0	445.0	133.0	24.0	154.0	66.0	99.0	39.0	1657.0	1556.0	8157.0
1289	2018-07-13	2018	7	13	1406.0	1045.0	233.0	647.0	455.0	176.0	447.0	133.0	23.0	154.0	64.0	100.0	38.0	1660.0	1549.0	8134.0
1290	2018-07-14	2018	7	14	1403.0	1045.0	236.0	650.0	455.0	174.0	446.0	132.0	23.0	154.0	65.0	99.0	39.0	1666.0	1548.0	8150.0
1291	2018-07-15	2018	7	15	1403.0	1042.0	235.0	653.0	456.0	172.0	446.0	131.0	25.0	154.0	63.0	100.0	39.0	1667.0	1535.0	8171.0
1292	2018-07-16	2018	7	16	1405.0	1036.0	234.0	654.0	459.0	171.0	444.0	132.0	24.0	159.0	63.0	103.0	39.0	1663.0	1537.0	8171.0
1293	2018-07-17	2018	7	17	1401.0	1039.0	237.0	650.0	459.0	171.0	448.0	130.0	24.0	158.0	64.0	101.0	39.0	1666.0	1528.0	8183.0
1294	2018-07-18	2018	7	18	1397.0	1044.0	238.0	653.0	464.0	171.0	452.0	131.0	24.0	158.0	65.0	105.0	39.0	1672.0	1522.0	8179.0
1295	2018-07-19	2018	7	19	1389.0	1035.0	239.0	652.0	460.0	167.0	451.0	131.0	26.0	161.0	65.0	107.0	38.0	1672.0	1524.0	8178.0
1296	2018-07-20	2018	7	20	1386.0	1038.0	239.0	651.0	464.0	167.0	451.0	130.0	26.0	164.0	66.0	107.0	38.0	1685.0	1532.0	8187.0
1297	2018-07-21	2018	7	21	1389.0	1040.0	241.0	647.0	466.0	165.0	452.0	130.0	25.0	162.0	66.0	108.0	41.0	1691.0	1528.0	8183.0
1298	2018-07-22	2018	7	22	1391.0	1040.0	244.0	645.0	461.0	167.0	452.0	128.0	25.0	161.0	66.0	108.0	40.0	1696.0	1524.0	8175.0
1299	2018-07-23	2018	7	23	1390.0	1046.0	245.0	641.0	456.0	165.0	457.0	128.0	26.0	159.0	66.0	105.0	40.0	1705.0	1510.0	8146.0
1300	2018-07-24	2018	7	24	1396.0	1039.0	242.0	633.0	458.0	165.0	454.0	129.0	26.0	159.0	63.0	103.0	36.0	1703.0	1529.0	8144.0
1301	2018-07-25	2018	7	25	1400.0	1039.0	236.0	633.0	451.0	161.0	452.0	130.0	26.0	160.0	62.0	103.0	36.0	1707.0	1529.0	8154.0
1302	2018-07-26	2018	7	26	1399.0	1045.0	238.0	634.0	454.0	160.0	451.0	132.0	26.0	162.0	61.0	101.0	36.0	1694.0	1533.0	8198.0
1303	2018-07-27	2018	7	27	1412.0	1040.0	239.0	632.0	452.0	165.0	446.0	134.0	26.0	159.0	61.0	100.0	36.0	1694.0	1524.0	8186.0
1304	2018-07-28	2018	7	28	1409.0	1032.0	241.0	635.0	450.0	163.0	444.0	137.0	26.0	157.0	61.0	101.0	36.0	1691.0	1524.0	8198.0
1305	2018-07-29	2018	7	29	1409.0	1033.0	246.0	638.0	452.0	162.0	440.0	136.0	27.0	159.0	61.0	102.0	37.0	1693.0	1532.0	8208.0
1306	2018-07-30	2018	7	30	1411.0	1041.0	243.0	630.0	450.0	165.0	441.0	135.0	27.0	163.0	61.0	102.0	37.0	1690.0	1530.0	8199.0
1307	2018-07-31	2018	7	31	1412.0	1039.0	248.0	630.0	455.0	166.0	445.0	135.0	27.0	165.0	60.0	101.0	38.0	1685.0	1531.0	8207.0
1308	2018-08-01	2018	8	1	1410.0	1037.0	249.0	621.0	454.0	167.0	444.0	135.0	27.0	165.0	60.0	100.0	38.0	1692.0	1525.0	8163.0
1309	2018-08-02	2018	8	2	1404.0	1038.0	255.0	627.0	449.0	166.0	448.0	133.0	26.0	161.0	59.0	100.0	38.0	1681.0	1498.0	8154.0
1310	2018-08-03	2018	8	3	1403.0	1040.0	254.0	625.0	446.0	165.0	445.0	133.0	27.0	164.0	59.0	98.0	38.0	1689.0	1486.0	8181.0
1311	2018-08-04	2018	8	4	1402.0	1039.0	255.0	617.0	446.0	165.0	450.0	134.0	27.0	164.0	59.0	99.0	38.0	1673.0	1489.0	8204.0
1312	2018-08-05	2018	8	5	1397.0	1037.0	254.0	621.0	445.0	163.0	453.0	134.0	26.0	166.0	59.0	101.0	39.0	1673.0	1496.0	8196.0
1313	2018-08-06	2018	8	6	1404.0	1037.0	258.0	623.0	447.0	162.0	454.0	138.0	26.0	164.0	58.0	101.0	38.0	1671.0	1499.0	8184.0
1314	2018-08-07	2018	8	7	1405.0	1038.0	255.0	617.0	444.0	162.0	454.0	138.0	26.0	161.0	60.0	100.0	37.0	1662.0	1500.0	8186.0
1315	2018-08-08	2018	8	8	1407.0	1035.0	253.0	616.0	449.0	161.0	451.0	136.0	26.0	161.0	61.0	101.0	39.0	1664.0	1505.0	8184.0
1316	2018-08-09	2018	8	9	1404.0	1031.0	251.0	604.0	450.0	160.0	445.0	137.0	25.0	158.0	63.0	97.0	39.0	1664.0	1501.0	8173.0
1317	2018-08-10	2018	8	10	1409.0	1034.0	249.0	607.0	455.0	158.0	444.0	139.0	25.0	156.0	64.0	97.0	39.0	1669.0	1503.0	8161.0
1318	2018-08-11	2018	8	11	1409.0	1034.0	250.0	609.0	450.0	156.0	445.0	138.0	25.0	163.0	62.0	96.0	38.0	1665.0	1505.0	8173.0
1319	2018-08-12	2018	8	12	1409.0	1040.0	250.0	609.0	449.0	155.0	445.0	138.0	25.0	163.0	64.0	95.0	37.0	1671.0	1508.0	8177.0
1320	2018-08-13	2018	8	13	1414.0	1037.0	247.0	610.0	451.0	154.0	446.0	138.0	23.0	166.0	62.0	93.0	37.0	1682.0	1517.0	8155.0
1321	2018-08-14	2018	8	14	1416.0	1037.0	247.0	611.0	451.0	153.0	448.0	137.0	25.0	167.0	62.0	97.0	37.0	1700.0	1532.0	8129.0
1322	2018-08-15	2018	8	15	1419.0	1030.0	248.0	618.0	456.0	151.0	447.0	133.0	25.0	165.0	61.0	91.0	37.0	1707.0	1516.0	8106.0
1323	2018-08-16	2018	8	16	1414.0	1023.0	244.0	616.0	448.0	152.0	442.0	131.0	25.0	163.0	60.0	94.0	37.0	1708.0	1512.0	8114.0
1324	2018-08-17	2018	8	17	1411.0	1016.0	243.0	615.0	449.0	150.0	441.0	133.0	25.0	165.0	61.0	95.0	38.0	1705.0	1506.0	8123.0
1325	2018-08-18	2018	8	18	1411.0	1019.0	244.0	615.0	448.0	145.0	444.0	134.0	25.0	167.0	61.0	93.0	38.0	1708.0	1517.0	8113.0
1326	2018-08-19	2018	8	19	1416.0	1025.0	244.0	616.0	447.0	145.0	440.0	132.0	26.0	166.0	61.0	92.0	38.0	1712.0	1507.0	8114.0
1327	2018-08-20	2018	8	20	1421.0	1031.0	244.0	614.0	448.0	145.0	445.0	133.0	26.0	168.0	60.0	91.0	37.0	1712.0	1514.0	8109.0
1328	2018-08-21	2018	8	21	1414.0	1029.0	245.0	614.0	448.0	146.0	447.0	133.0	25.0	167.0	60.0	92.0	37.0	1713.0	1505.0	8089.0
1329	2018-08-22	2018	8	22	1410.0	1031.0	244.0	617.0	448.0	148.0	452.0	132.0	25.0	168.0	60.0	91.0	38.0	1705.0	1499.0	8097.0
1330	2018-08-23	2018	8	23	1412.0	1031.0	241.0	618.0	450.0	148.0	454.0	136.0	24.0	167.0	61.0	89.0	38.0	1717.0	1494.0	8072.0
1331	2018-08-24	2018	8	24	1415.0	1030.0	240.0	621.0	451.0	146.0	451.0	134.0	23.0	167.0	62.0	89.0	38.0	1705.0	1492.0	8069.0
1332	2018-08-25	2018	8	25	1418.0	1032.0	239.0	622.0	449.0	149.0	452.0	134.0	23.0	169.0	64.0	90.0	38.0	1707.0	1479.0	8054.0
1333	2018-08-26	2018	8	26	1417.0	1024.0	239.0	624.0	451.0	148.0	453.0	133.0	24.0	171.0	65.0	91.0	36.0	1706.0	1481.0	8051.0
1334	2018-08-27	2018	8	27	1424.0	1027.0	240.0	619.0	452.0	147.0	454.0	135.0	24.0	170.0	64.0	92.0	36.0	1698.0	1482.0	8052.0
1335	2018-08-28	2018	8	28	1428.0	1030.0	242.0	617.0	454.0	145.0	450.0	133.0	24.0	168.0	64.0	96.0	34.0	1696.0	1484.0	8045.0
1336	2018-08-29	2018	8	29	1430.0	1038.0	243.0	615.0	454.0	142.0	447.0	134.0	24.0	169.0	63.0	95.0	34.0	1697.0	1479.0	8068.0
1337	2018-08-30	2018	8	30	1432.0	1035.0	244.0	619.0	453.0	144.0	445.0	137.0	24.0	169.0	63.0	96.0	34.0	1693.0	1470.0	8070.0
1338	2018-08-31	2018	8	31	1442.0	1033.0	246.0	618.0	448.0	147.0	445.0	135.0	24.0	166.0	65.0	96.0	33.0	1700.0	1479.0	8091.0
1339	2018-09-01	2018	9	1	1429.0	1033.0	240.0	620.0	452.0	146.0	443.0	133.0	24.0	167.0	66.0	97.0	34.0	1695.0	1485.0	8103.0
1340	2018-09-02	2018	9	2	1427.0	1043.0	242.0	618.0	450.0	148.0	441.0	135.0	24.0	169.0	66.0	99.0	34.0	1701.0	1491.0	8101.0
1341	2018-09-03	2018	9	3	1429.0	1035.0	244.0	616.0	450.0	148.0	442.0	132.0	24.0	168.0	64.0	99.0	34.0	1699.0	1477.0	8083.0
1342	2018-09-04	2018	9	4	1440.0	1030.0	242.0	614.0	447.0	147.0	442.0	134.0	22.0	169.0	62.0	100.0	34.0	1700.0	1476.0	8068.0
1343	2018-09-05	2018	9	5	1440.0	1025.0	245.0	613.0	449.0	145.0	443.0	131.0	22.0	170.0	62.0	103.0	34.0	1694.0	1476.0	8071.0
1344	2018-09-06	2018	9	6	1440.0	1025.0	245.0	612.0	451.0	144.0	447.0	128.0	24.0	169.0	61.0	106.0	34.0	1699.0	1464.0	8071.0
1345	2018-09-07	2018	9	7	1436.0	1032.0	247.0	611.0	451.0	146.0	449.0	131.0	22.0	170.0	60.0	103.0	34.0	1689.0	1465.0	8039.0
1346	2018-09-08	2018	9	8	1439.0	1031.0	246.0	608.0	451.0	146.0	451.0	130.0	23.0	170.0	59.0	104.0	34.0	1692.0	1466.0	8059.0
1347	2018-09-09	2018	9	9	1432.0	1035.0	250.0	611.0	453.0	146.0	453.0	130.0	23.0	170.0	59.0	108.0	34.0	1686.0	1458.0	8024.0
1348	2018-09-10	2018	9	10	1432.0	1037.0	253.0	602.0	446.0	147.0	455.0	129.0	22.0	172.0	60.0	108.0	34.0	1691.0	1457.0	8006.0
1349	2018-09-11	2018	9	11	1421.0	1031.0	252.0	599.0	449.0	147.0	452.0	127.0	22.0	169.0	59.0	107.0	34.0	1689.0	1452.0	8013.0
1350	2018-09-12	2018	9	12	1428.0	1028.0	249.0	599.0	445.0	147.0	449.0	127.0	22.0	166.0	59.0	108.0	35.0	1686.0	1456.0	8000.0
1351	2018-09-13	2018	9	13	1433.0	1024.0	249.0	601.0	442.0	148.0	444.0	126.0	21.0	165.0	60.0	108.0	35.0	1683.0	1446.0	8014.0
1352	2018-09-14	2018	9	14	1429.0	1033.0	249.0	602.0	439.0	147.0	441.0	126.0	20.0	165.0	59.0	109.0	37.0	1683.0	1447.0	8027.0
1353	2018-09-15	2018	9	15	1427.0	1045.0	251.0	602.0	442.0	151.0	443.0	128.0	20.0	167.0	57.0	111.0	36.0	1672.0	1438.0	8025.0
1354	2018-09-16	2018	9	16	1423.0	1041.0	249.0	595.0	446.0	150.0	439.0	123.0	21.0	165.0	58.0	111.0	35.0	1669.0	1439.0	8030.0
1355	2018-09-17	2018	9	17	1417.0	1034.0	250.0	600.0	447.0	149.0	437.0	121.0	21.0	164.0	60.0	110.0	35.0	1670.0	1439.0	8023.0
1356	2018-09-18	2018	9	18	1414.0	1025.0	253.0	607.0	445.0	151.0	435.0	122.0	21.0	165.0	61.0	107.0	37.0	1670.0	1438.0	8000.0
1357	2018-09-19	2018	9	19	1406.0	1027.0	259.0	608.0	444.0	151.0	436.0	122.0	21.0	166.0	63.0	110.0	39.0	1662.0	1419.0	8000.0
1358	2018-09-20	2018	9	20	1404.0	1026.0	261.0	611.0	444.0	151.0	440.0	121.0	21.0	165.0	62.0	111.0	38.0	1672.0	1424.0	8027.0
1359	2018-09-21	2018	9	21	1411.0	1025.0	264.0	604.0	438.0	150.0	435.0	122.0	21.0	165.0	62.0	113.0	37.0	1673.0	1421.0	7998.0
1360	2018-09-22	2018	9	22	1419.0	1024.0	266.0	601.0	438.0	148.0	436.0	120.0	22.0	163.0	65.0	114.0	38.0	1675.0	1429.0	7999.0
1361	2018-09-23	2018	9	23	1411.0	1028.0	269.0	603.0	436.0	147.0	435.0	122.0	23.0	161.0	66.0	115.0	38.0	1682.0	1421.0	7978.0
1362	2018-09-24	2018	9	24	1407.0	1017.0	266.0	606.0	443.0	149.0	430.0	120.0	23.0	164.0	62.0	113.0	37.0	1684.0	1420.0	7969.0
1363	2018-09-25	2018	9	25	1400.0	1009.0	267.0	607.0	434.0	150.0	430.0	120.0	23.0	161.0	63.0	114.0	37.0	1692.0	1420.0	7961.0
1364	2018-09-26	2018	9	26	1388.0	1011.0	269.0	606.0	433.0	150.0	426.0	119.0	23.0	160.0	63.0	113.0	38.0	1696.0	1427.0	7946.0
1365	2018-09-27	2018	9	27	1394.0	1007.0	269.0	609.0	430.0	152.0	425.0	120.0	24.0	160.0	64.0	116.0	37.0	1691.0	1427.0	7953.0
1366	2018-09-28	2018	9	28	1387.0	1003.0	272.0	615.0	429.0	152.0	424.0	119.0	25.0	161.0	63.0	117.0	38.0	1690.0	1431.0	7928.0
1367	2018-09-29	2018	9	29	1380.0	1004.0	270.0	614.0	430.0	149.0	422.0	118.0	25.0	160.0	63.0	118.0	36.0	1687.0	1423.0	7895.0
1368	2018-09-30	2018	9	30	1383.0	1003.0	268.0	611.0	426.0	149.0	415.0	119.0	26.0	159.0	64.0	121.0	36.0	1677.0	1405.0	7870.0
1369	2018-10-01	2018	10	1	1379.0	1005.0	273.0	611.0	432.0	149.0	413.0	119.0	26.0	163.0	65.0	119.0	36.0	1688.0	1413.0	7861.0
1370	2018-10-02	2018	10	2	1385.0	1001.0	277.0	616.0	431.0	149.0	413.0	117.0	26.0	162.0	68.0	123.0	37.0	1675.0	1420.0	7873.0
1371	2018-10-03	2018	10	3	1395.0	1009.0	281.0	621.0	431.0	148.0	417.0	115.0	26.0	163.0	68.0	122.0	38.0	1677.0	1421.0	7896.0
1372	2018-10-04	2018	10	4	1396.0	1008.0	279.0	622.0	426.0	145.0	421.0	114.0	26.0	162.0	67.0	120.0	38.0	1673.0	1416.0	7861.0
1373	2018-10-05	2018	10	5	1403.0	1012.0	276.0	624.0	430.0	143.0	423.0	115.0	26.0	163.0	68.0	120.0	37.0	1678.0	1424.0	7859.0
1374	2018-10-06	2018	10	6	1402.0	1017.0	273.0	627.0	425.0	141.0	422.0	115.0	23.0	164.0	68.0	120.0	36.0	1677.0	1428.0	7863.0
1375	2018-10-07	2018	10	7	1395.0	1010.0	270.0	632.0	422.0	140.0	422.0	116.0	22.0	165.0	68.0	121.0	36.0	1668.0	1415.0	7889.0
1376	2018-10-08	2018	10	8	1382.0	1016.0	270.0	630.0	418.0	143.0	419.0	118.0	23.0	163.0	68.0	120.0	36.0	1669.0	1418.0	7896.0
1377	2018-10-09	2018	10	9	1395.0	1011.0	266.0	628.0	416.0	146.0	422.0	119.0	23.0	164.0	69.0	119.0	36.0	1648.0	1420.0	7902.0
1378	2018-10-10	2018	10	10	1388.0	1010.0	264.0	628.0	416.0	145.0	425.0	119.0	23.0	164.0	69.0	120.0	35.0	1651.0	1416.0	7902.0
1379	2018-10-11	2018	10	11	1398.0	1016.0	271.0	630.0	413.0	145.0	426.0	119.0	23.0	163.0	70.0	119.0	37.0	1650.0	1407.0	7889.0
1380	2018-10-12	2018	10	12	1395.0	1008.0	267.0	628.0	412.0	148.0	430.0	120.0	23.0	163.0	69.0	121.0	36.0	1654.0	1408.0	7910.0
1381	2018-10-13	2018	10	13	1389.0	1013.0	268.0	627.0	410.0	149.0	425.0	120.0	22.0	162.0	69.0	123.0	38.0	1651.0	1409.0	7900.0
1382	2018-10-14	2018	10	14	1383.0	1023.0	269.0	627.0	410.0	150.0	425.0	121.0	24.0	159.0	70.0	122.0	38.0	1646.0	1419.0	7898.0
1383	2018-10-15	2018	10	15	1384.0	1017.0	268.0	628.0	411.0	149.0	423.0	118.0	25.0	160.0	72.0	122.0	36.0	1639.0	1433.0	7899.0
1384	2018-10-16	2018	10	16	1382.0	1011.0	267.0	622.0	411.0	148.0	424.0	116.0	26.0	160.0	72.0	117.0	37.0	1642.0	1446.0	7906.0
1385	2018-10-17	2018	10	17	1382.0	1008.0	266.0	621.0	417.0	149.0	430.0	118.0	24.0	159.0	73.0	116.0	38.0	1646.0	1455.0	7909.0
1386	2018-10-18	2018	10	18	1382.0	1001.0	262.0	622.0	419.0	151.0	431.0	119.0	24.0	159.0	72.0	116.0	38.0	1643.0	1455.0	7906.0
1387	2018-10-19	2018	10	19	1391.0	994.0	254.0	620.0	425.0	151.0	437.0	118.0	24.0	159.0	72.0	116.0	35.0	1639.0	1456.0	7889.0
1388	2018-10-20	2018	10	20	1389.0	994.0	253.0	618.0	428.0	149.0	433.0	120.0	24.0	162.0	72.0	116.0	36.0	1636.0	1447.0	7902.0
1389	2018-10-21	2018	10	21	1393.0	986.0	248.0	622.0	429.0	150.0	431.0	118.0	23.0	165.0	71.0	118.0	35.0	1633.0	1451.0	7920.0
1390	2018-10-22	2018	10	22	1387.0	986.0	249.0	627.0	428.0	151.0	435.0	116.0	23.0	168.0	71.0	117.0	35.0	1625.0	1455.0	7930.0
1391	2018-10-23	2018	10	23	1384.0	995.0	250.0	627.0	432.0	150.0	434.0	113.0	22.0	168.0	70.0	115.0	34.0	1625.0	1452.0	7947.0
1392	2018-10-24	2018	10	24	1383.0	985.0	251.0	630.0	428.0	152.0	439.0	111.0	23.0	166.0	69.0	116.0	34.0	1632.0	1453.0	7922.0
1393	2018-10-25	2018	10	25	1380.0	988.0	252.0	633.0	433.0	148.0	445.0	112.0	24.0	164.0	70.0	116.0	34.0	1638.0	1459.0	7927.0
1394	2018-10-26	2018	10	26	1388.0	1005.0	247.0	631.0	428.0	147.0	449.0	111.0	25.0	166.0	69.0	115.0	35.0	1639.0	1458.0	7913.0
1395	2018-10-27	2018	10	27	1393.0	997.0	242.0	636.0	427.0	147.0	449.0	112.0	24.0	165.0	69.0	113.0	35.0	1647.0	1454.0	7908.0
1396	2018-10-28	2018	10	28	1396.0	997.0	243.0	640.0	429.0	145.0	457.0	112.0	22.0	161.0	69.0	110.0	34.0	1642.0	1452.0	7934.0
1397	2018-10-29	2018	10	29	1395.0	994.0	241.0	645.0	426.0	143.0	456.0	113.0	22.0	160.0	70.0	112.0	34.0	1657.0	1448.0	7931.0
1398	2018-10-30	2018	10	30	1394.0	999.0	244.0	646.0	429.0	142.0	459.0	115.0	22.0	159.0	71.0	113.0	36.0	1669.0	1444.0	7966.0
1399	2018-10-31	2018	10	31	1392.0	997.0	237.0	645.0	432.0	142.0	462.0	117.0	22.0	159.0	71.0	112.0	37.0	1672.0	1443.0	7997.0
