state	year	month	SE	Verordnungen	VerordnungenSE
3	2016	1	30	949	28470
3	2016	1	90	916	82440
3	2016	2	30	1026	30780
3	2016	2	90	811	72990
3	2016	3	30	1030	30900
3	2016	3	90	762	68580
3	2016	4	30	960	28800
3	2016	4	90	958	86220
3	2016	5	30	961	28830
3	2016	5	90	779	70110
3	2016	6	30	793	23790
3	2016	6	90	511	45990
3	2016	7	30	752	22560
3	2016	7	90	589	53010
3	2016	8	30	703	21090
3	2016	8	90	487	43830
3	2016	9	30	750	22500
3	2016	9	90	456	41040
3	2016	10	30	641	19230
3	2016	10	90	466	41940
3	2016	11	30	659	19770
3	2016	11	90	399	35910
3	2016	12	30	624	18720
3	2016	12	90	397	35730
3	2017	1	30	553	16590
3	2017	1	90	412	37080
3	2017	2	30	509	15270
3	2017	2	90	351	31590
3	2017	3	30	592	17760
3	2017	3	90	353	31770
3	2017	4	30	513	15390
3	2017	4	90	393	35370
3	2017	5	30	568	17040
3	2017	5	90	353	31770
3	2017	6	30	556	16680
3	2017	6	90	342	30780
3	2017	7	30	535	16050
3	2017	7	90	406	36540
3	2017	8	28	1	28
3	2017	8	30	537	16110
3	2017	8	90	356	32040
3	2017	9	28	5	140
3	2017	9	30	471	14130
3	2017	9	90	326	29340
3	2017	10	28	4	112
3	2017	10	30	467	14010
3	2017	10	90	403	36270
3	2017	11	28	2	56
3	2017	11	30	487	14610
3	2017	11	90	345	31050
3	2017	12	28	1	28
3	2017	12	30	465	13950
3	2017	12	90	354	31860
3	2018	1	28	2	56
3	2018	1	30	447	13410
3	2018	1	90	393	35370
3	2018	2	28	3	84
3	2018	2	30	405	12150
3	2018	2	90	300	27000
3	2018	3	28	4	112
3	2018	3	30	432	12960
3	2018	3	90	345	31050
3	2018	4	28	5	140
3	2018	4	30	407	12210
3	2018	4	90	373	33570
3	2018	5	28	1	28
3	2018	5	30	420	12600
3	2018	5	90	365	32850
3	2018	6	28	1	28
3	2018	6	30	418	12540
3	2018	6	90	338	30420
3	2018	7	28	1	28
3	2018	7	30	413	12390
3	2018	7	90	456	41040
3	2018	8	28	3	84
3	2018	8	30	390	11700
3	2018	8	90	312	28080
3	2018	9	28	2	56
3	2018	9	30	364	10920
3	2018	9	90	303	27270
3	2018	10	30	415	12450
3	2018	10	90	441	39690
3	2018	11	30	394	11820
3	2018	11	90	315	28350
3	2018	12	30	321	9630
3	2018	12	90	288	25920
3	2019	1	30	300	9000
3	2019	1	90	376	33840
3	2019	2	28	1	28
3	2019	2	30	279	8370
3	2019	2	90	267	24030
3	2019	3	28	1	28
3	2019	3	30	271	8130
3	2019	3	35	2	70
3	2019	3	60	1	60
3	2019	3	90	247	22230
3	2019	4	30	329	9870
3	2019	4	90	358	32220
3	2019	5	28	1	28
3	2019	5	30	269	8070
3	2019	5	90	298	26820
3	2019	6	30	270	8100
3	2019	6	84	1	84
3	2019	6	90	281	25290
3	2019	7	30	302	9060
3	2019	7	35	23	805
3	2019	7	90	354	31860
3	2019	8	28	1	28
3	2019	8	30	283	8490
3	2019	8	35	36	1260
3	2019	8	84	4	336
3	2019	8	90	306	27540
3	2019	9	30	670	20100
3	2019	9	35	171	5985
3	2019	9	60	3	180
3	2019	9	84	155	13020
3	2019	9	90	815	73350
3	2019	10	7	1	7
3	2019	10	30	562	16860
3	2019	10	35	134	4690
3	2019	10	60	11	660
3	2019	10	84	156	13104
3	2019	10	90	851	76590
3	2019	11	30	561	16830
3	2019	11	35	123	4305
3	2019	11	60	6	360
3	2019	11	84	93	7812
3	2019	11	90	761	68490
3	2019	12	30	477	14310
3	2019	12	35	92	3220
3	2019	12	60	7	420
3	2019	12	84	15	1260
3	2019	12	90	977	87930
3	2020	1	30	493	14790
3	2020	1	35	63	2205
3	2020	1	60	9	540
3	2020	1	84	98	8232
3	2020	1	90	1116	100440
3	2020	2	30	455	13650
3	2020	2	35	31	1085
3	2020	2	60	4	240
3	2020	2	84	32	2688
3	2020	2	90	978	88020
3	2020	3	30	455	13650
3	2020	3	35	42	1470
3	2020	3	60	3	180
3	2020	3	84	41	3444
3	2020	3	90	1193	107370
3	2020	4	30	316	9480
3	2020	4	35	35	1225
3	2020	4	60	1	60
3	2020	4	84	50	4200
3	2020	4	90	922	82980
3	2020	5	28	1	28
3	2020	5	30	335	10050
3	2020	5	35	53	1855
3	2020	5	60	3	180
3	2020	5	84	47	3948
3	2020	5	90	902	81180
3	2020	6	30	401	12030
3	2020	6	35	40	1400
3	2020	6	60	1	60
3	2020	6	84	77	6468
3	2020	6	90	1064	95760
3	2020	7	30	403	12090
3	2020	7	35	58	2030
3	2020	7	60	5	300
3	2020	7	84	88	7392
3	2020	7	90	1250	112500
3	2020	8	28	1	28
3	2020	8	30	354	10620
3	2020	8	35	65	2275
3	2020	8	60	2	120
3	2020	8	84	71	5964
3	2020	8	90	1104	99360
3	2020	9	30	435	13050
3	2020	9	35	121	4235
3	2020	9	60	2	120
3	2020	9	84	169	14196
3	2020	9	90	1367	123030
3	2020	10	30	482	14460
3	2020	10	35	110	3850
3	2020	10	60	1	60
3	2020	10	84	200	16800
3	2020	10	90	1728	155520
3	2020	11	28	1	28
3	2020	11	30	404	12120
3	2020	11	35	79	2765
3	2020	11	60	4	240
3	2020	11	84	172	14448
3	2020	11	90	1497	134730
3	2020	12	28	1	28
3	2020	12	30	438	13140
3	2020	12	35	96	3360
3	2020	12	84	82	6888
3	2020	12	90	1499	134910
3	2021	1	30	389	11670
3	2021	1	35	84	2940
3	2021	1	84	107	8988
3	2021	1	90	1742	156780
3	2021	2	28	1	28
3	2021	2	30	435	13050
3	2021	2	35	65	2275
3	2021	2	84	92	7728
3	2021	2	90	1510	135900
3	2021	3	28	1	28
3	2021	3	30	474	14220
3	2021	3	35	80	2800
3	2021	3	84	101	8484
3	2021	3	90	1661	149490
3	2021	4	30	440	13200
3	2021	4	35	57	1995
3	2021	4	60	2	120
3	2021	4	84	108	9072
3	2021	4	90	1844	165960
3	2021	5	28	1	28
3	2021	5	30	396	11880
3	2021	5	35	75	2625
3	2021	5	84	99	8316
3	2021	5	90	1632	146880
3	2021	6	30	487	14610
3	2021	6	35	41	1435
3	2021	6	84	98	8232
3	2021	6	90	1738	156420
3	2021	7	30	542	16260
3	2021	7	35	4	140
3	2021	7	60	2	120
3	2021	7	84	75	6300
3	2021	7	90	2141	192690
3	2021	8	28	1	28
3	2021	8	30	610	18300
3	2021	8	35	9	315
3	2021	8	60	1	60
3	2021	8	84	27	2268
3	2021	8	90	2062	185580
3	2021	9	30	579	17370
3	2021	9	35	22	770
3	2021	9	60	2	120
3	2021	9	84	69	5796
3	2021	9	90	1823	164070
3	2021	10	30	614	18420
3	2021	10	35	25	875
3	2021	10	60	2	120
3	2021	10	84	73	6132
3	2021	10	90	2255	202950
3	2021	11	30	582	17460
3	2021	11	35	29	1015
3	2021	11	60	1	60
3	2021	11	84	52	4368
3	2021	11	90	2256	203040
3	2021	12	30	552	16560
3	2021	12	35	32	1120
3	2021	12	84	63	5292
3	2021	12	90	1903	171270
4	2015	1	30	6	180
4	2015	1	90	19	1710
4	2015	2	30	3	90
4	2015	2	90	20	1800
4	2015	3	30	6	180
4	2015	3	90	8	720
4	2015	4	30	4	120
4	2015	4	90	17	1530
4	2015	5	30	3	90
4	2015	5	90	19	1710
4	2015	6	30	6	180
4	2015	6	90	11	990
4	2015	7	30	3	90
4	2015	7	90	15	1350
4	2015	8	30	6	180
4	2015	8	90	16	1440
4	2015	9	30	3	90
4	2015	9	90	13	1170
4	2015	10	30	4	120
4	2015	10	90	8	720
4	2015	11	30	5	150
4	2015	11	90	14	1260
4	2015	12	30	5	150
4	2015	12	90	10	900
4	2016	1	30	1	30
4	2016	1	90	4	360
4	2016	2	30	2	60
4	2016	2	90	3	270
4	2016	3	30	3	90
4	2016	3	90	10	900
4	2016	4	30	2	60
4	2016	4	90	21	1890
4	2016	5	30	1	30
4	2016	5	90	9	810
4	2016	6	30	4	120
4	2016	6	90	13	1170
4	2016	7	30	3	90
4	2016	7	90	9	810
4	2016	8	30	2	60
4	2016	8	90	5	450
4	2016	9	30	1	30
4	2016	9	90	14	1260
4	2016	10	30	2	60
4	2016	10	90	5	450
4	2016	11	30	3	90
4	2016	11	90	8	720
4	2016	12	30	3	90
4	2016	12	90	14	1260
4	2017	1	30	2	60
4	2017	1	90	5	450
4	2017	2	30	4	120
4	2017	2	90	2	180
4	2017	3	30	1	30
4	2017	3	90	1	90
4	2017	4	30	1	30
4	2017	5	30	4	120
4	2017	5	90	5	450
4	2017	6	30	3	90
4	2017	6	90	1	90
4	2017	7	30	5	150
4	2017	7	90	3	270
4	2017	8	30	1	30
4	2017	8	90	3	270
4	2017	9	30	1	30
4	2017	9	90	2	180
4	2017	10	30	1	30
4	2017	10	90	2	180
4	2017	11	30	3	90
4	2017	11	90	4	360
4	2017	12	90	2	180
4	2018	1	30	6	180
4	2018	1	90	5	450
4	2018	2	30	3	90
4	2018	2	90	1	90
4	2018	3	30	2	60
4	2018	3	90	2	180
4	2018	4	30	5	150
4	2018	4	90	5	450
4	2018	5	30	1	30
4	2018	6	90	5	450
4	2018	7	30	3	90
4	2018	7	90	1	90
4	2018	8	30	1	30
4	2018	8	90	3	270
4	2018	9	30	2	60
4	2018	9	90	1	90
4	2018	10	90	4	360
4	2018	11	30	3	90
4	2018	11	90	3	270
4	2018	12	30	4	120
4	2018	12	90	3	270
4	2019	1	30	1	30
4	2019	1	90	2	180
4	2019	2	30	6	180
4	2019	2	90	4	360
4	2019	3	30	2	60
4	2019	3	90	3	270
4	2019	4	30	1	30
4	2019	5	90	1	90
4	2019	6	30	3	90
4	2019	6	90	8	720
4	2019	7	30	2	60
4	2019	7	90	2	180
4	2019	8	30	1	30
4	2019	8	90	3	270
4	2019	9	30	2	60
4	2019	9	90	3	270
4	2019	10	30	3	90
4	2019	10	90	3	270
4	2019	11	30	2	60
4	2019	11	90	1	90
4	2019	12	30	2	60
4	2019	12	90	9	810
4	2020	1	30	1	30
4	2020	1	90	2	180
4	2020	2	30	1	30
4	2020	2	90	2	180
4	2020	3	30	1	30
4	2020	3	90	9	810
4	2020	4	30	3	90
4	2020	4	90	2	180
4	2020	5	30	1	30
4	2020	5	90	3	270
4	2020	6	30	7	210
4	2020	6	90	7	630
4	2020	7	30	2	60
4	2020	7	90	5	450
4	2020	8	30	2	60
4	2020	8	90	5	450
4	2020	9	30	2	60
4	2020	9	90	8	720
4	2020	10	30	6	180
4	2020	10	90	5	450
4	2020	11	30	2	60
4	2020	11	90	6	540
4	2020	12	30	3	90
4	2020	12	90	5	450
4	2021	1	30	6	180
4	2021	1	90	7	630
4	2021	2	30	1	30
4	2021	2	90	4	360
4	2021	3	30	2	60
4	2021	3	90	5	450
4	2021	4	30	2	60
4	2021	4	90	9	810
4	2021	5	30	3	90
4	2021	5	90	5	450
4	2021	6	30	4	120
4	2021	6	90	7	630
4	2021	7	30	3	90
4	2021	7	90	3	270
4	2021	8	30	5	150
4	2021	8	90	8	720
4	2021	9	30	5	150
4	2021	9	90	7	630
4	2021	10	30	2	60
4	2021	10	90	5	450
4	2021	11	30	2	60
4	2021	11	90	7	630
4	2021	12	30	3	90
4	2021	12	90	9	810
5	2015	1	30	81	2430
5	2015	1	90	57	5130
5	2015	2	30	74	2220
5	2015	2	90	51	4590
5	2015	3	30	99	2970
5	2015	3	90	53	4770
5	2015	4	30	64	1920
5	2015	4	90	53	4770
5	2015	5	30	84	2520
5	2015	5	90	55	4950
5	2015	6	30	91	2730
5	2015	6	90	69	6210
5	2015	7	30	83	2490
5	2015	7	90	71	6390
5	2015	8	30	77	2310
5	2015	8	90	62	5580
5	2015	9	30	98	2940
5	2015	9	90	71	6390
5	2015	10	30	76	2280
5	2015	10	90	74	6660
5	2015	11	30	89	2670
5	2015	11	90	66	5940
5	2015	12	30	82	2460
5	2015	12	90	87	7830
5	2016	1	30	65	1950
5	2016	1	90	71	6390
5	2016	2	30	70	2100
5	2016	2	90	86	7740
5	2016	3	30	77	2310
5	2016	3	90	83	7470
5	2016	4	30	71	2130
5	2016	4	90	74	6660
5	2016	5	30	77	2310
5	2016	5	90	86	7740
5	2016	6	30	76	2280
5	2016	6	90	87	7830
5	2016	7	30	72	2160
5	2016	7	90	80	7200
5	2016	8	30	77	2310
5	2016	8	90	77	6930
5	2016	9	30	64	1920
5	2016	9	90	81	7290
5	2016	10	30	62	1860
5	2016	10	90	45	4050
5	2016	11	30	59	1770
5	2016	11	90	74	6660
5	2016	12	30	52	1560
5	2016	12	90	64	5760
5	2017	1	30	54	1620
5	2017	1	90	42	3780
5	2017	2	30	50	1500
5	2017	2	90	51	4590
5	2017	3	30	63	1890
5	2017	3	90	66	5940
5	2017	4	30	51	1530
5	2017	4	90	50	4500
5	2017	5	30	59	1770
5	2017	5	90	58	5220
5	2017	6	30	56	1680
5	2017	6	90	69	6210
5	2017	7	30	57	1710
5	2017	7	90	50	4500
5	2017	8	30	55	1650
5	2017	8	90	62	5580
5	2017	9	30	52	1560
5	2017	9	90	49	4410
5	2017	10	28	1	28
5	2017	10	30	45	1350
5	2017	10	90	63	5670
5	2017	11	30	60	1800
5	2017	11	90	67	6030
5	2017	12	30	45	1350
5	2017	12	90	63	5670
5	2018	1	30	48	1440
5	2018	1	90	54	4860
5	2018	2	30	49	1470
5	2018	2	90	53	4770
5	2018	3	30	53	1590
5	2018	3	90	63	5670
5	2018	4	10	1	10
5	2018	4	30	54	1620
5	2018	4	90	57	5130
5	2018	5	30	53	1590
5	2018	5	90	72	6480
5	2018	6	30	44	1320
5	2018	6	90	61	5490
