state	sample	success	sim_endpoints	sim_t_step	f_art0	f_art1	f_art2	f_art3	f_art4	f_art5	f_art6	f_prep0	f_prep1	f_prep2	f_prep3	f_prep4	f_prep5	f_prep6	k_art0	k_art1	k_art2	k_art3	k_art4	k_art5	k_art6	k_prep0	k_prep1	k_prep2	k_prep3	k_prep4	k_prep5	k_prep6	n_msm0	n_msm1	n_msm2	n_msm3	n_msm4	n_msm5	n_msm6
Bremen	25	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	225.7423970520431	236.37533424509132	237.50049304670438	239.01735558640397	240.15509054608242	242.0802061255401	243.21982785875386	0.0	0.0	42.51958864903045	89.78273848489692	50.32092246301083	76.90833429834083	76.90836092408794	5.218415862832937e-05	5.218415862832937e-05	5.218415862832937e-05	5.218415862832937e-05	5.218415862832937e-05	5.218415862832937e-05	5.218415862832937e-05	0	0.0005791775008971945	0.0005195977080110859	-0.0005856796680695964	0.00023190020121304265	4.044780779958521e-10	0.00027293067432080373	836	836	836	836	836	836	836
Bremen	26	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	233.95181315221296	240.79661643022115	241.5141247643869	242.4794146674192	243.20193728200888	244.4215841806043	245.1418787463991	0.0	0.0	37.10981425985971	62.14847374660246	38.668615568912884	92.5010542475232	92.50066693169452	3.269557201180279e-05	3.269557201180279e-05	3.269557201180279e-05	3.269557201180279e-05	3.269557201180279e-05	3.269557201180279e-05	3.269557201180279e-05	0	0.0005031425587887835	0.0002670987863962888	-0.0003362526431443852	0.0004715070843036014	-6.0594697604153734e-09	9.901676836879692e-05	836	836	836	836	836	836	836
Bremen	27	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	217.9611653702031	243.58455760205914	246.39395873629647	250.211314933425	253.0971462804242	258.02436932500177	260.9674246572367	0.0	0.0	7.9306098063388015	49.84314461733996	35.53405472473999	65.23671937222109	65.23623527896864	0.00012601727313115346	0.00012601727313115346	0.00012601727313115346	0.00012601727313115346	0.00012601727313115346	0.00012601727313115346	0.00012601727313115346	0	0.00010492411353633742	0.00043138473508285796	-0.00020213511477065258	0.00025300867111741206	-7.197780946728161e-09	0.00013081181815009264	836	836	836	836	836	836	836
Bremen	28	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	211.76833696990207	228.87779070906208	230.71988937711598	233.2127994869173	235.08978801418797	238.27971783276396	240.17632888144325	0.0	0.0	38.33707344845852	59.343583082682926	51.02381659793546	103.3104635753204	103.30987187487125	8.808987417477618e-05	8.808987417477618e-05	8.808987417477618e-05	8.808987417477618e-05	8.808987417477618e-05	8.808987417477618e-05	8.808987417477618e-05	0	0.0005203291816970565	0.00022376275207029053	-0.00012014812093153362	0.00046782859232970253	-9.452661118370796e-09	0.00012343020330493355	836	836	836	836	836	836	836
Bremen	29	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	234.9859009704101	244.59036613354274	245.60337565270612	246.9680622766111	247.99091939878798	249.72022615961254	250.74309311046366	0.0	0.0	17.571836654242986	75.21400700921491	42.233011405570366	78.66744994561348	78.66713361568827	4.541872992651973e-05	4.541872992651973e-05	4.541872992651973e-05	4.541872992651973e-05	4.541872992651973e-05	4.541872992651973e-05	4.541872992651973e-05	0	0.0002343426626885255	0.000611818926316776	-0.00047945178829735273	0.00031602614412190984	-4.821209928068427e-09	0.00024939257608724234	836	836	836	836	836	836	836
Bremen	30	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	216.3161695138154	232.68282965931877	234.44038643166851	236.81751878434923	238.60630670032867	241.64433741852886	243.44945205041864	0.0	0.0	25.63822222862099	33.51768130858156	72.20416539520616	73.97395945044977	73.97325595537745	8.269296476504898e-05	8.269296476504898e-05	8.269296476504898e-05	8.269296476504898e-05	8.269296476504898e-05	8.269296476504898e-05	8.269296476504898e-05	0	0.0003442369565461957	8.116168755380749e-05	0.0005565827912948876	1.5703426218196508e-05	-1.0628966701286097e-08	0.0003167980080380759	836	836	836	836	836	836	836
Bremen	31	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	222.1508100198379	254.33942568094722	257.91513181745285	262.7879357730151	266.48241779060817	272.8114694320882	276.604431368438	0.0	0.0	31.9353662535338	60.99311915263118	16.428165897270766	49.39162340744956	49.39116656826644	0.00015341634998733116	0.00015341634998733116	0.00015341634998733116	0.00015341634998733116	0.00015341634998733116	0.00015341634998733116	0.00015341634998733116	0	0.0004310785122019868	0.0003082627915328141	-0.0006254720419672129	0.0002723612282642717	-6.60218648883134e-09	4.3210092356198266e-05	836	836	836	836	836	836	836
Bremen	32	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	231.79275735016228	229.9672095694383	229.77967956188218	229.52850562317047	229.34133336294065	229.02698112612808	228.8422693570825	0.0	0.0	43.854340926996784	69.73657557507475	71.32281499154645	106.46490967633721	106.46450744217725	-8.964799879291885e-06	-8.964799879291885e-06	-8.964799879291885e-06	-8.964799879291885e-06	-8.964799879291885e-06	-8.964799879291885e-06	-8.964799879291885e-06	0	0.0005980481342109436	0.0002796480232944099	2.3552837677898737e-05	0.0003213073809292988	-6.465737002434739e-09	0.00020925672073021493	836	836	836	836	836	836	836
Bremen	33	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	208.6381634633517	243.64859981191086	247.5795734435542	252.94936092842207	257.0303910214258	264.04086012874325	268.2536536476161	0.0	0.0	13.310776714829395	69.67470768296229	45.85080171851674	40.90379159078349	40.90367684040352	0.00017587930378799177	0.00017587930378799177	0.00017587930378799177	0.00017587930378799177	0.00017587930378799177	0.00017587930378799177	0.00017587930378799177	0	0.00017688878059318592	0.0005931073060950406	-0.00034568716721706345	-4.161268326464374e-05	-1.6338314818739155e-09	0.0002549902822503358	836	836	836	836	836	836	836
Bremen	34	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	235.3663727210056	230.87656552917196	230.41823364354886	229.8051939993757	229.34898898068832	228.58400344277584	228.1352044119132	0.0	0.0	31.574691818413942	80.9603061431766	70.0886456894015	106.40793261403473	106.40757036647138	-2.1836863516057642e-05	-2.1836863516057642e-05	-2.1836863516057642e-05	-2.1836863516057642e-05	-2.1836863516057642e-05	-2.1836863516057642e-05	-2.1836863516057642e-05	0	0.0004260793109410225	0.0005333410791909839	-0.00016292544988303769	0.0003316714957264143	-5.822317663715403e-09	0.00016545531172128716	836	836	836	836	836	836	836
Bremen	35	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	227.82440141884024	247.6446537439982	249.78527932280528	252.68418960039847	254.8683766258043	258.58333146761123	260.7938432306791	0.0	0.0	26.66656859015542	67.22878573402463	44.45712119929445	74.3595802969874	74.3589345765039	9.45801676033527e-05	9.45801676033527e-05	9.45801676033527e-05	9.45801676033527e-05	9.45801676033527e-05	9.45801676033527e-05	9.45801676033527e-05	0	0.00035835489359569567	0.0004307650894157125	-0.00032927946998523376	0.0002588515963098088	-9.763024104364118e-09	0.0001469956123807498	836	836	836	836	836	836	836
Bremen	36	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	214.0330567605311	237.49750073731317	240.06026742476215	243.53950720446363	246.16747143231322	250.6499934679023	253.3248049838399	0.0	0.0	34.94081561044088	70.0995802476913	32.07014060589521	90.07753369814529	90.0769468859718	0.00011794402065834128	0.00011794402065834128	0.00011794402065834128	0.00011794402065834128	0.00011794402065834128	0.00011794402065834128	0.00011794402065834128	0	0.0004728568513838609	0.0003770442814966978	-0.0005453974156509743	0.0005039928720778074	-9.138139605120248e-09	7.345012941365803e-06	836	836	836	836	836	836	836
Bremen	37	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	224.2150929654448	235.06693301807002	236.21603470850317	237.7654070852574	238.9277000020038	240.8947061144411	242.05932452129957	0.0	0.0	44.87960084554157	53.800608613952654	54.67551754810364	113.68650511476294	113.68543524918827	5.358783148151336e-05	5.358783148151336e-05	5.358783148151336e-05	5.358783148151336e-05	5.358783148151336e-05	5.358783148151336e-05	5.358783148151336e-05	0	0.0006125731699427866	9.510221891987123e-05	1.2613264366680185e-05	0.0005351034461411907	-1.744545712969581e-08	-0.00013728653414343258	836	836	836	836	836	836	836
Bremen	38	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	220.43560822409637	248.0685129524466	251.10968176969692	255.2454317540881	258.37458522285147	263.7223996744105	266.91973279767046	0.0	0.0	21.157647928192375	55.5462973348145	35.142810321664264	68.76676694229234	68.76641251775226	0.00013389948274305678	0.00013389948274305678	0.00013389948274305678	0.00013389948274305678	0.00013389948274305678	0.00013389948274305678	0.00013389948274305678	0	0.0002830103878437379	0.00035971034884386716	-0.0002895869134534728	0.00028722821384971235	-5.303861931931717e-09	0.00013463737006031562	836	836	836	836	836	836	836
Bremen	39	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	233.76634064804483	239.27042523434528	239.84563086274247	240.61895587433744	241.19740336772247	242.17309414288067	242.748872559905	0.0	0.0	28.85057341994683	89.93544472104952	43.71525108752796	85.35161993644627	85.35137725404523	2.6385857571774134e-05	2.6385857571774134e-05	2.6385857571774134e-05	2.6385857571774134e-05	2.6385857571774134e-05	2.6385857571774134e-05	2.6385857571774134e-05	0	0.0003884206751730881	0.0006636370854572211	-0.0006820522976089401	0.0003638694742534187	-3.745440671094497e-09	1.748514326269171e-05	836	836	836	836	836	836	836
Bremen	40	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	226.94312189583576	230.65386873307892	231.04015978614575	231.55905975580967	231.94686679122407	232.60035855121959	232.98562519442214	0.0	0.0	42.42256477050719	74.18943277183315	77.20105392971587	102.45211153863261	102.45172791571572	1.8388618242538728e-05	1.8388618242538728e-05	1.8388618242538728e-05	1.8388618242538728e-05	1.8388618242538728e-05	1.8388618242538728e-05	1.8388618242538728e-05	0	0.0005778075006590763	0.00034419280389964423	4.514580073583804e-05	0.00023124143956263548	-6.118269222544212e-09	0.00018645914957668685	836	836	836	836	836	836	836
Bremen	41	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	226.90031725280386	245.39005440324615	247.38145991245082	250.0766361328191	252.10607449831986	255.5553988540808	257.6064175168848	0.0	0.0	40.26033680606379	67.82615238607012	28.81985593590324	77.7723651013735	77.77204476822445	8.881883599508805e-05	8.881883599508805e-05	8.881883599508805e-05	8.881883599508805e-05	8.881883599508805e-05	8.881883599508805e-05	8.881883599508805e-05	0	0.0005473364363599494	0.00029638317023431373	-0.0005566882709676973	0.0004193103712302216	-4.874085540624703e-09	0.00011991603125839875	836	836	836	836	836	836	836
Bremen	42	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	223.7177643563911	239.18658535570805	240.84222599213163	243.07987153093117	244.76246134927203	247.61772511298526	249.31282629065544	0.0	0.0	12.156690912314737	59.159673189328984	64.31758797994546	95.01781955209108	95.01712360922286	7.58034720502171e-05	7.58034720502171e-05	7.58034720502171e-05	7.58034720502171e-05	7.58034720502171e-05	7.58034720502171e-05	7.58034720502171e-05	0	0.00016139774121874814	0.0004894947955801504	7.536894815423948e-05	0.00027582831609498617	-1.0940589278969126e-08	3.2833169693369866e-05	836	836	836	836	836	836	836
Bremen	43	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	212.3041556888052	250.68793302900065	255.02341067729697	260.95368293933257	265.4666997644909	273.23113891827626	277.90411760021794	0.0	0.0	40.582187570670996	63.70383696390477	25.002233328736043	53.42619712708341	53.42580315827456	0.00018842282008316126	0.00018842282008316126	0.00018842282008316126	0.00018842282008316126	0.00018842282008316126	0.00018842282008316126	0.00018842282008316126	0	0.0005518648264087906	0.0002477455543806763	-0.000548489282652629	0.00023741076787657414	-5.734513236448137e-09	0.0002498751287950339	836	836	836	836	836	836	836
Bremen	44	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	238.68046042756106	229.9855074185796	229.1066350869382	227.93363399960768	227.0626027480248	225.60561799121794	224.75293916159748	0.0	0.0	35.417165938304095	96.9162547816858	53.21150014703716	112.70776688777437	112.7075548928589	-4.2074122444535926e-05	-4.2074122444535926e-05	-4.2074122444535926e-05	-4.2074122444535926e-05	-4.2074122444535926e-05	-4.2074122444535926e-05	-4.2074122444535926e-05	0	0.0004794984068224649	0.0006764133340802905	-0.0006547473108153476	0.0005382714389871881	-3.4500985737816046e-09	0.00010138387299736792	836	836	836	836	836	836	836
Bremen	45	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	215.4162752209866	235.2733341205033	237.42349589713018	240.33699392591978	242.53343246316703	246.27168605155757	248.49751757833087	0.0	0.0	44.70049020503078	60.560783213712384	63.08174174148297	96.60067761506335	96.60006341117604	9.997238337428722e-05	9.997238337428722e-05	9.997238337428722e-05	9.997238337428722e-05	9.997238337428722e-05	9.997238337428722e-05	9.997238337428722e-05	0	0.0006100337955029179	0.00017007579351975912	3.684227939499069e-05	0.00030126678331915207	-9.685105135694808e-09	0.00014787352620627395	836	836	836	836	836	836	836
Bremen	46	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	215.62460867245096	250.7023000066523	254.6314992854767	259.9960106098814	264.0708680697388	271.06646875530555	275.26778572387695	0.0	0.0	47.18678655343974	58.381884738133344	23.3978320344861	70.25476094639001	70.25401160482694	0.00017089252407996952	0.00017089252407996952	0.00017089252407996952	0.00017089252407996952	0.00017089252407996952	0.00017089252407996952	0.00017089252407996952	0	0.0006453552681787723	0.00012007801959098546	-0.0004927747084611957	0.00039676188892377376	-1.1244321718262847e-08	6.876595345508208e-06	836	836	836	836	836	836	836
Bremen	47	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	220.68389911809382	242.52440273176944	244.89732066311197	248.11506377069077	250.54268209373774	254.67794073522523	257.14225703532594	0.0	0.0	54.57057608820898	46.543188175311705	22.456922829781433	77.15555258583973	77.15537315741702	0.00010699657392738709	0.00010699657392738709	0.00010699657392738709	0.00010699657392738709	0.00010699657392738709	0.00010699657392738709	0.00010699657392738709	0	0.000751172167990121	-8.576002228698091e-05	-0.0003354800567966804	0.0004657043921877895	-2.7269928740918272e-09	0.00012234056648976352	836	836	836	836	836	836	836
Bremen	48	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	238.6924479823694	232.36726156086308	231.72427831910957	230.8650475386784	230.22622107200286	229.156132215673	228.5289930502852	0.0	0.0	39.997519306501175	89.91821208939584	66.87436340406015	91.36112798429332	91.36101805873291	-3.044983079051369e-05	-3.044983079051369e-05	-3.044983079051369e-05	-3.044983079051369e-05	-3.044983079051369e-05	-3.044983079051369e-05	-3.044983079051369e-05	0	0.0005436405163327716	0.0005476604405382756	-0.0003472315872437753	0.000219755098215627	-1.7160158932186836e-09	0.00019172932502907442	836	836	836	836	836	836	836
Bremen	49	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	235.7947558306286	222.26433402624937	220.91330248552154	219.11490563000459	217.78301785841646	215.56191355797768	214.26597804538318	0.0	0.0	76.69675806790508	68.16352609872558	83.78687665619336	147.36208302882588	147.36128708969323	-6.700043150296108e-05	-6.700043150296108e-05	-6.700043150296108e-05	-6.700043150296108e-05	-6.700043150296108e-05	-6.700043150296108e-05	-6.700043150296108e-05	0	0.0010768213404469512	-9.48412877750968e-05	0.00023433982550892347	0.0006129427432537001	-1.391384164774736e-08	-7.195937458068149e-05	836	836	836	836	836	836	836
Bremen	50	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	212.80966675544983	252.63292404933966	257.1439506461445	263.31833875077746	268.020164666782	276.11544202989217	280.9911186701567	0.0	0.0	13.503269261075069	55.93388062520405	19.019452833409478	66.55218540662733	66.55137890107365	0.00019448906874007418	0.00019448906874007418	0.00019448906874007418	0.00019448906874007418	0.00019448906874007418	0.00019448906874007418	0.00019448906874007418	0	0.000179475457661425	0.00044111626276165447	-0.0005169072091704815	0.00039964444544431663	-1.2020365777040754e-08	-1.606012376750952e-05	836	836	836	836	836	836	836
Bremen	51	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	207.01517460894885	242.3830952005095	246.3597770563922	251.7937113579779	255.9247894043005	263.02379093347747	267.2913125900269	0.0	0.0	60.62248700784005	55.545758529071136	45.73111480957064	85.3058261457892	85.30546630828813	0.00017882926787343885	0.00017882926787343885	0.00017882926787343885	0.00017882926787343885	0.00017882926787343885	0.00017882926787343885	0.00017882926787343885	0	0.000838947258818285	-5.4969681329922705e-05	-0.00014059504684216847	0.0003464569974536416	-5.553073847961188e-09	-0.00011574459010290622	836	836	836	836	836	836	836
Bremen	52	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	210.2020265274105	246.33411270464842	250.39866816977866	255.95327629115246	260.1765496191733	267.43488046872613	271.7987173229685	0.0	0.0	29.27746379113357	62.956603850890815	11.949704231925324	63.512193859891845	63.51190359059889	0.00017984092568085652	0.00017984092568085652	0.00017984092568085652	0.00017984092568085652	0.00017984092568085652	0.00017984092568085652	0.00017984092568085652	0	0.00039431049048727513	0.00035709780202479815	-0.000714434451685648	0.0004297667430243169	-4.302392399662427e-09	5.375414704585149e-05	836	836	836	836	836	836	836
Bremen	53	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	225.09266418344882	230.5660228267124	231.13825414543845	231.9076503404185	232.4832113834118	233.45413458575527	234.02715894586652	0.0	0.0	50.1977138221564	80.3025274151624	60.52350580792138	98.96638808076496	98.96600347824645	2.7239338178735627e-05	2.7239338178735627e-05	2.7239338178735627e-05	2.7239338178735627e-05	2.7239338178735627e-05	2.7239338178735627e-05	2.7239338178735627e-05	0	0.0006883376159962198	0.0003302993007076689	-0.0002936524902387765	0.0003454964708394474	-6.092440722562386e-09	0.0002548860203817032	836	836	836	836	836	836	836
Bremen	54	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	228.24883714179634	236.93846100489517	237.85362598545473	239.08609902369102	240.00955916704257	241.57023690443728	242.4930190169122	0.0	0.0	36.58484151434519	53.59822438027334	17.41813445598954	101.85926676639691	101.85890953604182	4.236283947556565e-05	4.236283947556565e-05	4.236283947556565e-05	4.236283947556565e-05	4.236283947556565e-05	4.236283947556565e-05	4.236283947556565e-05	0	0.0004958019513153168	0.00018002783135383932	-0.0005048948387012878	0.0007325085366180885	-5.690758305617701e-09	0.00015386993419570712	836	836	836	836	836	836	836
Bremen	55	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	216.0015092113266	238.44564179058082	240.89009522631812	244.2066391014384	246.71015207612996	250.9773407664089	253.52184765537692	0.0	0.0	58.781289370374274	70.90519710150801	51.28018209232299	86.09488616944073	86.09393164104335	0.00011208160152055782	0.00011208160152055782	0.00011208160152055782	0.00011208160152055782	0.00011208160152055782	0.00011208160152055782	0.00011208160152055782	0	0.0008121420345420379	0.00013289291538995417	-0.0002864597810702241	0.0003065254225271947	-1.4752422636233172e-08	9.416061140289464e-06	836	836	836	836	836	836	836
Bremen	56	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	229.6582647948871	228.76530325434442	228.67337012436337	228.55017707926166	228.4583304013008	228.3039900564136	228.2132503293672	0.0	0.0	56.21505185678106	86.61347705396147	28.62743956562771	105.20738831179261	105.2077089222642	-4.417003843402971e-06	-4.417003843402971e-06	-4.417003843402971e-06	-4.417003843402971e-06	-4.417003843402971e-06	-4.417003843402971e-06	-4.417003843402971e-06	0	0.0007749289691589511	0.00033730796674676404	-0.0008418002444019739	0.0006729377001754217	5.14095737093517e-09	0.00021648558685133425	836	836	836	836	836	836	836
Bremen	57	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	216.09891689900547	249.13362900775462	252.81710669958687	257.84098825629627	261.6532055473328	268.19023296555275	272.1115743851408	0.0	0.0	33.29697336130406	42.34561809493792	41.66043594507394	80.06142138755646	80.06112752943973	0.00016128476588266283	0.00016128476588266283	0.00016128476588266283	0.00016128476588266283	0.00016128476588266283	0.00016128476588266283	0.00016128476588266283	0	0.00044997926932581933	9.453698429928356e-05	-9.667029941299952e-06	0.00033334411968285647	-4.490391242338842e-09	0.00010680166132944128	836	836	836	836	836	836	836
Bremen	58	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	222.9249844053257	232.78401380249704	233.8257078853476	235.22958248359194	236.28222033522925	238.06266860584947	239.11625170983686	0.0	0.0	68.55759186478033	78.19798696096254	61.020387227089046	91.86548255156677	91.86526670259232	4.906544467032807e-05	4.906544467032807e-05	4.906544467032807e-05	4.906544467032807e-05	4.906544467032807e-05	4.906544467032807e-05	4.906544467032807e-05	0	0.0009554994229858259	0.00010733485110155325	-0.0002546470682499622	0.0002754695557538894	-3.3728051180060185e-09	0.00022244533893396107	836	836	836	836	836	836	836
Bremen	59	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	222.45384766010332	238.13543631279654	239.81500592603535	242.0853380288626	243.79276630522318	246.69068551138147	248.41140889558505	0.0	0.0	12.052105833250298	77.83712067655318	43.85550081348414	77.20476006002329	77.20454947487468	7.723346723945304e-05	7.723346723945304e-05	7.723346723945304e-05	7.723346723945304e-05	7.723346723945304e-05	7.723346723945304e-05	7.723346723945304e-05	0	0.00015999538512154768	0.0006966501564154045	-0.000495901370758069	0.0002892906413978385	-3.2008125634368458e-09	0.00021734420949844887	836	836	836	836	836	836	836
Bremen	60	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	231.92426404349612	227.09877242374196	226.60665392128118	225.94856345547004	225.4589374328626	224.63811047331708	224.1566677396961	0.0	0.0	63.01728902850547	62.1120834737002	66.02792329812988	117.84613400517478	117.845771505474	-2.383880570174161e-05	-2.383880570174161e-05	-2.383880570174161e-05	-2.383880570174161e-05	-2.383880570174161e-05	-2.383880570174161e-05	-2.383880570174161e-05	0	0.0008739457448822278	-9.880824731924749e-06	5.746144994991519e-05	0.0004767493890339733	-5.960481339529396e-09	9.875885078294397e-05	836	836	836	836	836	836	836
Bremen	61	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	230.7128834035653	242.41731344586316	243.65820500933953	245.33178988764055	246.5876001430913	248.7135240338753	249.97261910063918	0.0	0.0	49.5503385291572	27.83714596672484	39.79834159896432	100.47287617367124	100.47218397193315	5.610733366627384e-05	5.610733366627384e-05	5.610733366627384e-05	5.610733366627384e-05	5.610733366627384e-05	5.610733366627384e-05	5.610733366627384e-05	0	0.0006790767283063983	-0.00022721742599137135	0.0001663851046463768	0.0005360015163337016	-1.0997197490685724e-08	2.3155859378198403e-06	836	836	836	836	836	836	836
Bremen	62	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	212.32234060375106	246.25415779588488	250.04994638509243	255.2307670241595	259.16492205226683	265.9166588336705	269.9701432978278	0.0	0.0	22.61063266781209	79.99964543713307	-3.28135577299129	71.35959182040851	71.35941040879494	0.0001680936163537502	0.0001680936163537502	0.0001680936163537502	0.0001680936163537502	0.0001680936163537502	0.0001680936163537502	0.0001680936163537502	0	0.0003028144894350883	0.0006144467522411375	-0.0011695961631709734	0.0006186087791738098	-2.7277265949359873e-09	5.571693264938369e-05	836	836	836	836	836	836	836
Bremen	63	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	228.71644019221938	237.45046317586196	238.37036065629547	239.60922381769652	240.5374844676464	242.1062995360544	243.03390731660394	0.0	0.0	41.47948261149635	66.97128533508882	61.30818718236444	96.15535601158719	96.15492226820884	4.248984327339323e-05	4.248984327339323e-05	4.248984327339323e-05	4.248984327339323e-05	4.248984327339323e-05	4.248984327339323e-05	4.248984327339323e-05	0	0.0005645030431762547	0.00027416481009453987	-8.311181090035164e-05	0.000312564461924662	-6.8336327425911945e-09	0.0002551086091129418	836	836	836	836	836	836	836
Bremen	64	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	224.90078317483605	239.1760206762331	240.6994785158155	242.7571529410089	244.30342119447786	246.92542366609044	248.48090413234166	0.0	0.0	23.83346043822735	67.97875617135068	36.43203961151766	98.18327809458212	98.18290482789551	6.977372761221136e-05	6.977372761221136e-05	6.977372761221136e-05	6.977372761221136e-05	6.977372761221136e-05	6.977372761221136e-05	6.977372761221136e-05	0	0.00031951925777723856	0.00046799439132263565	-0.0004532737100234457	0.000542709435555131	-5.903907798079701e-09	1.758775168536899e-05	836	836	836	836	836	836	836
Bremen	65	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	232.73340103793169	231.710682564953	231.60542009370377	231.4643740032836	231.35922342608953	231.18253945839817	231.07867074873798	0.0	0.0	28.306651493246708	101.95114226494957	42.99073593462746	125.53342550577977	125.53341043904007	-4.993266871377466e-06	-4.993266871377466e-06	-4.993266871377466e-06	-4.993266871377466e-06	-4.993266871377466e-06	-4.993266871377466e-06	-4.993266871377466e-06	0	0.0003809223870757205	0.0008088323464271449	-0.000879457506083346	0.0007493419246384888	-2.51630940369976e-10	5.623867565069433e-05	836	836	836	836	836	836	836
Bremen	66	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	231.17521497291557	237.69072683903036	238.37332593647739	239.29153550810108	239.9787318002608	241.13857905356133	241.8234589831111	0.0	0.0	44.65051547926686	100.28706160326786	47.6467262253207	78.01417721990744	78.01427558729758	3.151296166844948e-05	3.151296166844948e-05	3.151296166844948e-05	3.151296166844948e-05	3.151296166844948e-05	3.151296166844948e-05	3.151296166844948e-05	0	0.0006093254118889552	0.0006189383627998421	-0.0007872045697542064	0.0002645095070941434	1.4974012457456066e-09	0.00027381234054255164	836	836	836	836	836	836	836
Bremen	67	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	205.7063083452785	253.37686637177882	258.88462500379626	266.4569643501497	272.24905052784925	282.2725912153483	288.3403215093868	0.0	0.0	21.06643650831007	41.8049323587845	14.261596274080702	46.71846913978078	46.71773947002663	0.0002363134984059493	0.0002363134984059493	0.0002363134984059493	0.0002363134984059493	0.0002363134984059493	0.0002363134984059493	0.0002363134984059493	0	0.0002817687987407488	0.00021431471636206476	-0.0003794180542299366	0.00026706213219944994	-1.0495476151326025e-08	8.42765768247762e-06	836	836	836	836	836	836	836
Bremen	68	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	224.11895293634728	238.11209571325168	239.60465206074608	241.6203514518987	243.13489857376206	245.7027647399223	247.22592469193313	0.0	0.0	19.406309146789432	67.5786996396382	37.879607898065615	101.23089266157086	101.23043964996077	6.866734963770766e-05	6.866734963770766e-05	6.866734963770766e-05	6.866734963770766e-05	6.866734963770766e-05	6.866734963770766e-05	6.866734963770766e-05	0	0.0002592040638197771	0.0005085751279202876	-0.0004271115308164261	0.0005591032699747699	-7.2077438536867086e-09	-4.043531408385432e-05	836	836	836	836	836	836	836
Bremen	69	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	225.32034900011678	235.63540430645372	236.7261698861357	238.19644136769907	239.29906208894144	241.16443596695848	242.26849992532235	0.0	0.0	57.789237663764055	106.71710820089783	41.621733770717434	113.80362617374695	113.80390343062831	5.075119104327794e-05	5.075119104327794e-05	5.075119104327794e-05	5.075119104327794e-05	5.075119104327794e-05	5.075119104327794e-05	5.075119104327794e-05	0	0.0007977359458335701	0.0005542111023335268	-0.0009742357974736017	0.0006469601197480153	4.522073115663429e-09	-8.570349812995055e-05	836	836	836	836	836	836	836
Bremen	70	True	[882, 973, 1095, 1186, 1339, 1429, 1736]	1	232.84784882449927	236.07489925870684	236.4103836563825	236.86090210272454	237.197503483576	237.76451624006447	238.0986861051655	0.0	0.0	49.32430054594276	76.76155290718012	75.06298752040315	104.32088632645727	104.31990746927019	1.5605321416602437e-05	1.5605321416602437e-05	1.5605321416602437e-05	1.5605321416602437e-05	1.5605321416602437e-05	1.5605321416602437e-05	1.5605321416602437e-05	0	0.0006758456888083136	0.0002998142823175575	-2.5472607206253742e-05	0.0002678838232088177	-1.566859961613237e-08	0.00017989442949142864	836	836	836	836	836	836	836
